42234,43261
27128,90762,91989
39740,82241,88019
44066,66554,99380
44423,68821,96756
44615,69905,95480
45501,70501,93998
45817,80821,83362
47828,73893,87128
48714,78795,82491
49269,63825,96906
62678,62898,63791
29370,38999,70803,70828
29407,44019,68207,68367
29428,54545,62875,63152
29454,54122,63090,63334
29501,59410,60475,60614
29504,51336,64568,64592
29510,33529,73449,73512
29522,37201,71606,71671
29532,41700,69324,69444
29537,42120,69134,69209
29607,46563,66897,66933
29634,43398,68385,68583
29637,46713,66763,66887
29648,39491,70385,70476
29650,48881,65708,65761
29654,49720,65303,65323
29681,50537,64844,64938
29709,42128,69026,69137
29750,47060,66566,66624
29766,31652,74222,74360
29774,40622,69774,69830
29790,39075,70551,70584
29805,32756,73674,73765
29806,30708,74729,74757
29844,45947,67075,67134
29901,43956,67991,68152
29915,51051,64483,64551
29918,36453,71782,71847
29925,41513,69230,69332
29957,35768,72092,72183
30011,41442,69238,69309
30047,46884,51765,81304
30057,45319,67299,67325
30064,48655,65591,65690
30077,38023,70921,70979
30087,39893,69944,70076
30089,56674,61597,61640
30092,36151,71857,71900
30093,39834,70005,70068
30112,48122,65845,65921
30122,38282,70785,70811
30142,43440,68123,68295
30185,40674,50773,88368
30207,54720,62515,62558
30214,41943,68899,68944
30223,39542,70097,70138
30227,44266,67738,67769
30232,40355,69664,69749
30273,53978,62816,62933
30274,50139,64759,64828
30342,42930,68242,68486
30386,34255,72644,72715
30393,37510,70990,71107
30402,45116,67222,67260
30404,44938,67301,67357
30441,40621,69454,69484
30482,46141,66656,66721
30484,34747,72362,72407
30533,32562,73443,73462
30541,37850,70766,70843
30558,50940,64177,64325
30571,38954,70209,70266
30583,53564,62877,62976
30598,47068,66120,66214
30607,34911,72211,72271
30624,36266,71519,71591
30636,43873,67733,67758
30655,31470,73911,73964
30661,38067,70620,70652
30688,57097,61056,61159
30712,57096,61091,61101
30755,46543,46923,85779
30800,59104,59988,60108
30816,47790,65652,65742
30828,42264,68366,68542
30834,49367,64850,64949
30861,53697,62695,62747
30869,36626,71194,71311
30880,34535,72228,72357
30883,47795,65629,65693
30943,55271,61822,61964
30968,41949,68512,68571
30988,43732,67572,67708
30990,47279,65794,65937
31025,46847,66040,66088
31035,39803,69553,69609
31061,46646,66090,66203
31073,42403,68220,68304
31146,34608,72088,72158
31150,50068,64344,64438
31153,47808,65422,65617
31199,39496,69633,69672
31203,55020,61856,61921
31208,39406,69651,69735
31237,38199,41566,98998
31238,33956,72366,72440
31243,39170,69766,69821
31277,35307,71690,71726
31313,50801,63901,63985
31323,41754,68415,68508
31343,56062,61259,61336
31345,54711,61945,61999
31358,55836,61383,61423
31381,51806,63389,63424
31414,45261,49105,84220
31425,35666,71429,71480
31466,56576,60963,60995
31488,38432,70006,70074
31489,50762,63796,63953
31529,32347,73018,73106
31544,41904,68155,68397
31572,37286,70552,70590
31591,37443,42584,98382
31619,31705,73297,73379
31630,38069,70129,70172
31637,50560,63869,63934
31640,45655,66318,66387
31643,53150,62584,62623
31648,44004,67140,67208
31659,44694,66761,66886
31660,53278,62499,62563
31673,53553,62315,62459
31692,33221,72457,72630
31716,51343,63461,63480
31722,49492,64346,64440
31732,53103,62574,62591
31741,39318,69456,69485
31752,48872,64602,64774
31762,48442,64848,64948
31773,53368,62353,62506
31780,46223,65978,66019
31816,44209,66929,67046
31839,48703,64673,64785
31875,34533,71758,71834
31894,37907,46843,93356
31895,34432,48117,95556
31911,36750,53717,87622
31916,47379,65309,65396
31943,41381,52858,83818
31952,46154,65895,65999
32018,32220,47543,98219
32060,40174,68832,68934
32071,44514,66675,66740
32072,40129,68858,68941
32076,47005,65377,65542
32115,37216,47277,93392
32140,49232,64252,64376
32143,45573,66089,66195
32189,47602,65100,65109
32191,39769,69009,69031
32192,58347,59717,59744
32194,49568,64003,64235
32232,47402,65131,65235
32260,42710,67486,67544
32281,48640,64517,64562
32283,48457,64583,64677
32286,43983,66811,66920
32313,43345,67157,67185
32409,54010,61771,61810
32416,50395,63571,63618
32433,35016,71206,71345
32479,36429,70500,70592
32490,41979,67735,67796
32571,55270,60999,61160
32588,57988,59617,59807
32592,53049,62143,62216
32595,56942,60210,60253
32611,37860,51831,87698
32618,51730,62779,62873
32625,33196,72030,72149
32635,50257,63541,63567
32647,43478,66896,66979
32657,46488,65317,65538
32672,50662,63272,63394
32682,45945,65627,65746
32711,54680,61288,61321
32733,52162,62534,62571
32739,33709,71756,71796
32743,58630,59260,59367
32747,40565,68284,68404
32762,34950,71119,71169
32799,46275,53448,77478
32806,58554,59284,59356
32832,55648,60694,60826
32837,52490,62289,62384
32874,33494,71753,71879
32877,45785,65571,65767
32884,37019,49716,90381
32889,55415,60804,60892
32890,41459,67787,67864
32915,58943,59059,59083
32928,37293,69865,69914
32975,44542,66226,66257
32986,57103,59936,59975
33016,40726,68061,68197
33028,45869,65500,65603
33038,35725,70595,70642
33058,58643,59140,59159
33063,49358,63751,63828
33071,49187,63829,63913
33081,42441,67219,67259
33083,37765,69545,69607
33168,39187,68775,68870
33174,34893,70815,71118
33188,47426,64628,64758
33209,56818,59969,60004
33216,42265,67247,67272
33220,46420,65114,65246
33222,36309,70207,70262
33225,51910,62415,62450
33285,45215,49719,81781
33288,39413,39652,97647
33371,46346,65104,65179
33372,34558,43489,98581
33382,47394,64546,64678
33388,38730,68876,69006
33390,47421,64574,64615
33391,53870,61333,61406
33393,48530,63981,64096
33420,41305,43708,91567
33424,51916,62314,62346
33439,38857,68819,68885
33485,57703,59381,59431
33516,51466,62497,62521
33525,55615,60362,60498
33539,42821,66788,66852
33541,41147,67611,67701
33563,48484,63938,64015
33585,34594,70891,70930
33591,43556,66397,66456
33612,51754,62293,62341
33688,57926,59164,59222
33722,33766,51093,91419
33739,34839,44622,96800
33768,45012,65441,65779
33770,45295,65385,65550
33775,46334,64919,64972
33802,36348,69908,69942
33808,35699,70224,70269
33820,41635,67251,67294
33832,51636,62214,62318
33849,37933,69012,69206
33882,57618,59220,59280
33887,49079,63489,63545
33897,53268,61386,61449
33903,41937,67053,67107
33934,44087,52934,79045
33955,38633,68608,68804
33984,47391,64272,64353
33996,41378,67300,67326
34006,42919,66507,66568
34039,58179,58782,59000
34064,52532,61676,61728
34065,35108,70313,70514
34075,43295,66237,66393
34076,45453,65221,65250
34089,51972,61943,61996
34104,42087,52743,81066
34105,49389,63219,63287
34108,48514,63622,63756
34163,38424,68661,68752
34177,34252,70757,70814
34185,34613,70564,70638
34218,54384,60628,60770
34260,35883,42442,97415
34302,41672,43688,90338
34307,53195,61182,61316
34324,54341,60618,60717
34335,38407,68552,68706
34336,39429,68048,68187
34448,46690,64408,64454
34450,35037,45744,94769
34462,41455,66957,67126
34607,57645,58861,58887
34617,39172,67879,68332
34626,37161,38775,99438
34635,36250,69517,69598
34639,42723,66278,66360
34680,53022,56266,66032
34689,38715,42713,93883
34730,37300,40513,97457
34758,54622,60267,60353
34763,51827,61664,61746
34771,36314,43257,95658
34780,51059,62001,62160
34797,56628,59254,59321
34968,55295,59844,59893
34972,42250,66378,66400
34995,38926,67938,68141
35042,54278,60291,60389
35067,44445,65230,65258
35081,36242,69299,69378
35129,55567,59602,59702
35139,39226,67764,67871
35186,43453,65640,65721
35191,54986,59855,59968
35197,42653,65991,66159
35212,36316,69216,69256
35236,44097,65301,65366
35262,37373,50478,86887
35275,44438,65122,65165
35287,44415,65124,65174
35300,36403,69055,69242
35304,46681,63989,64026
35322,56561,59037,59080
35348,40079,40316,94257
35360,42360,66098,66182
35378,39477,67480,67665
35385,54506,60006,60103
35404,40652,66934,67010
35406,38330,68062,68202
35409,43991,65273,65327
35411,41194,66672,66723
35440,53442,60543,60575
35441,47912,63276,63371
35453,47705,63374,63468
35466,47890,63298,63346
35523,55362,59518,59597
35528,44024,65153,65295
35562,44316,65021,65101
35573,42306,66037,66084
35583,38848,50057,85512
35605,55730,59307,59358
35642,53928,60199,60231
35646,57641,58317,58396
35652,45471,64411,64466
35671,46877,63695,63757
35693,43503,65305,65499
35763,45475,64339,64423
35770,41532,66261,66437
35780,44569,64797,64854
35795,38120,44744,91341
35808,43857,49010,81325
35841,38931,67570,67658
35843,47809,63038,63310
35848,54481,59814,59857
35870,44487,47610,82033
35884,54217,59900,59999
35903,45030,64494,64573
35934,42783,46089,85194
36031,47551,63174,63244
36035,53010,60396,60559
36074,38338,67740,67848
36124,36395,43286,94195
36130,48774,62532,62564
36132,38856,67443,67569
36160,52411,60633,60796
36174,36997,50658,86171
36183,53837,59953,60027
36185,41469,66152,66194
36187,53200,60276,60337
36220,45312,64220,64248
36240,45918,46588,81254
36255,43616,65027,65102
36265,50963,61352,61420
36275,46596,63555,63574
36320,42474,65568,65638
36337,43706,52463,77494
36428,45602,63948,64022
36432,49565,61992,62011
36489,38308,46271,88932
36504,45692,47058,80746
36530,47618,62906,62946
36531,44843,64242,64384
36580,45397,63977,64046
36602,45818,63761,63819
36615,47014,63161,63210
36655,42146,65576,65623
36670,44377,64396,64557
36673,40658,46177,86492
36680,40880,66190,66250
36691,49921,61641,61747
36704,38160,67521,67615
36726,42439,65313,65522
36743,49094,62040,62123
36768,41255,65944,66033
36770,38442,67320,67468
36778,41444,65848,65930
36808,40287,66431,66474
36809,49900,61631,61660
36830,51925,60615,60630
36840,55464,58832,58864
36855,43228,64899,65018
36864,52951,60018,60167
36887,38264,67401,67448
36890,49895,61561,61654
36900,51919,60557,60624
36901,37953,42991,92155
36905,36943,41346,94806
36946,37385,67776,67893
36962,55689,58573,58776
36995,43047,44509,85449
36996,38987,66952,67065
37090,56192,58344,58374
37097,51038,60875,60990
37115,38552,67150,67183
37136,55913,58438,58513
37143,37996,67385,67476
37169,38783,66998,67050
37173,53938,59359,59530
37196,37524,67591,67689
37199,43138,64747,64916
37209,52366,60184,60241
37227,51319,60691,60763
37240,46572,63008,63180
37242,53879,59412,59467
37246,50425,61116,61213
37310,47434,62606,62650
37332,46913,62871,62884
37336,38295,48843,85526
37345,40655,65980,66020
37369,47261,62637,62733
37370,49152,61675,61803
37399,51612,60465,60524
37408,45593,63470,63529
37449,44282,64065,64204
37451,44634,63917,63998
37469,49531,61458,61542
37499,47805,62270,62426
37515,50990,60704,60791
37522,38289,49927,84262
37555,41429,65401,65615
37559,39202,46445,86794
37567,38587,66815,67031
37574,57263,57569,57594
37624,48969,61677,61730
37658,42906,64659,64777
37756,43156,64525,64563
37790,40031,48839,83340
37826,44518,63817,63839
37834,48108,62017,62041
37877,42100,48920,81103
37924,45120,51522,75434
37940,43625,64182,64253
37945,53966,58990,59099
37964,54468,58751,58817
37976,38599,48283,85142
37984,49634,61167,61215
37991,52334,59789,59886
38003,47220,62338,62439
38005,52785,59480,59730
38035,39944,46281,85740
38054,38614,66636,66696
38064,46292,62801,62843
38074,56804,57516,57606
38131,52789,59528,59552
38156,44937,63429,63478
38194,49559,61099,61148
38220,39254,39811,92715
38227,40210,44393,87170
38234,55737,57940,58089
38248,55142,58291,58319
38266,39711,65860,66163
38278,39956,65819,65947
38287,39829,46399,85485
38411,44702,63379,63508
38413,48085,61708,61794
38451,55139,58140,58270
38481,48691,50979,71849
38482,43131,64124,64263
38494,44632,45124,81750
38501,52402,59536,59561
38505,41334,52708,77453
38520,54187,58618,58675
38539,55708,57859,57894
38610,48856,61235,61299
38626,52278,59423,59673
38642,44230,63535,63593
38679,42063,42389,86869
38712,53376,58942,58970
38750,47821,61689,61740
38755,53044,59078,59123
38769,55541,57778,57912
38832,50270,60356,60542
38847,52658,59154,59341
38949,48029,61407,61615
38960,52634,59165,59241
38989,41665,50617,78729
39039,41518,47173,82270
39078,49865,60502,60555
39144,47387,51525,71944
39157,56315,57139,57389
39193,42658,63906,64243
39196,46768,62007,62029
39204,47532,61617,61647
39217,39892,65331,65560
39235,48897,55404,66464
39241,44658,62989,63112
39262,50639,51236,68863
39292,53262,58673,58773
39382,45103,62704,62811
39424,54012,58263,58301
39463,55066,57706,57765
39484,45403,62531,62582
39590,55011,57593,57806
39601,47666,51350,71383
39669,52005,59152,59174
39671,43059,63564,63706
39705,41028,64570,64697
39712,53706,58269,58313
39729,47519,52175,70577
39776,41701,41971,86552
39789,43407,45693,81111
39792,44925,51832,73451
39796,51191,59459,59554
39816,50105,50630,69449
39830,43619,63187,63364
39839,44482,52060,73619
39848,46517,61784,61851
39858,45244,62430,62468
39868,51808,59136,59188
39919,46621,51419,72041
39928,48037,60973,61062
39970,44891,62562,62577
39981,52133,58903,58983
40017,53584,58169,58230
40076,56411,56671,56842
40081,42845,48713,78361
40151,53842,57900,58107
40155,43789,62969,63087
40178,54353,57637,57832
40201,45138,62278,62383
40217,52223,58770,58790
40227,54586,57538,57649
40246,45490,62090,62174
40282,50065,59752,59901
40314,41460,50601,77625
40318,40912,49804,78966
40348,42622,53003,74027
40395,44152,62677,62776
40441,42797,63293,63469
40457,42409,51718,75416
40462,48864,60275,60399
40484,42184,63612,63720
40487,51585,58866,59062
40494,50169,53007,66330
40504,47165,61151,61180
40523,43702,62854,62921
40598,47337,61001,61064
40617,50549,59389,59445
40629,47625,60855,60891
40637,51835,58726,58802
40642,46149,49113,74096
40661,43971,62668,62700
40665,47251,61013,61071
40672,42753,44120,82455
40698,48492,60371,60439
40792,54676,57242,57290
40794,44699,62089,62418
40813,40870,42220,86097
40864,53843,57591,57702
40877,45891,50423,72809
40889,42386,44669,82056
40993,44812,52268,71927
40996,51700,58627,58677
41070,46985,60956,60989
41086,53781,57522,57611
41102,43111,62876,62911
41121,51820,58448,58611
41206,55768,56478,56548
41248,54063,57277,57412
41380,49891,59355,59374
41401,46397,61093,61109
41483,46679,60859,60979
41522,42540,52860,73078
41524,47328,60553,60595
41543,48014,60205,60238
41559,48115,60135,60191
41604,45402,61454,61540
41622,42813,62760,62805
41683,43094,62588,62635
41687,47318,49760,71235
41781,48769,50210,69240
41833,55845,56018,56304
41844,46738,60669,60749
41860,50337,58868,58935
41891,55206,56422,56481
41905,54739,56650,56706
41923,46860,60597,60620
41965,50864,54241,62930
41966,44799,46187,77048
41969,45799,61097,61135
41993,53556,57120,57331
42057,53274,57265,57404
42075,53138,57366,57421
42084,43632,62027,62257
42136,47935,50004,69925
42294,48967,51357,67382
42310,47831,50733,69126
42398,45517,55462,66623
42422,51987,57715,57876
42458,48434,59543,59565
42473,43596,54097,69834
42479,49789,58857,58875
42493,49002,49030,69475
42552,53111,57079,57258
42567,47648,59836,59949
42587,46813,60262,60338
42593,46234,51372,69801
42634,45638,60838,60890
42662,55203,56035,56100
42775,53520,56744,56961
42790,46122,54881,66207
42799,46598,60272,60331
42811,54365,56384,56440
42851,43570,61714,61865
42902,51140,57962,57996
42964,54953,55995,56088
43024,49934,58349,58693
43026,53885,56526,56563
43045,50577,58159,58219
43049,54285,56297,56369
43088,53025,56878,57009
43194,54007,56374,56425
43240,44311,52553,69896
43259,53405,56525,56811
43316,43450,43854,45066
43378,43519,61475,61628
43406,47039,59747,59808
43490,45940,60209,60361
43611,49122,49956,67311
43615,48327,58994,59064
43678,44322,60962,61038
43742,45759,60214,60285
43743,51546,57316,57395
43786,45993,60091,60130
43869,52786,56570,56775
43893,52923,56483,56701
43901,52969,56122,56547
43919,50018,58009,58054
43939,50206,51802,64053
43940,49626,58191,58243
43949,51819,57101,57131
43950,52721,56601,56728
43966,49660,58156,58218
43972,48788,51006,66234
44007,48955,58458,58580
44011,48373,58785,58831
44013,49337,58296,58354
44035,50708,57578,57679
44041,54924,55496,55539
44079,46402,59742,59777
44093,46197,59834,59876
44094,44215,60821,60870
44130,50678,53312,61880
44155,52216,56760,56869
44168,49636,58069,58127
44249,45971,49868,69912
44323,54450,55411,55816
44352,49072,58248,58328
44463,49380,58036,58121
44478,46293,59544,59685
44526,51202,57038,57234
44557,45094,60157,60192
44558,53813,55629,56000
44645,54264,55466,55625
44696,50306,57473,57525
44717,44992,60123,60168
44738,46498,57469,61295
44787,50449,57319,57445
44819,49550,57745,57886
44821,50224,57442,57513
44833,53130,55911,56126
44926,54054,55427,55593
44940,45555,46636,72869
44953,49618,57669,57760
45019,47669,58605,58707
45041,54828,55012,55119
45057,47698,58491,58754
45106,48644,58017,58233
45178,53497,55611,55714
45188,53824,54815,56173
45255,54335,55188,55222
45270,48038,58335,58357
45271,51036,56799,56894
45300,53622,55520,55558
45348,46558,58950,59144
45370,53300,55493,55837
45424,52723,55880,55973
45494,52520,55974,56012
45523,48384,57969,58124
45591,46861,58733,58815
45623,48785,57704,57888
45631,53591,55243,55535
45667,49271,57441,57621
45669,51728,56284,56319
45683,54438,54702,55177
45688,48907,57692,57713
45724,49261,51247,63768
45735,50158,51413,62694
45796,46647,52368,65189
45871,46323,58847,58959
45898,51527,56248,56327
45928,50175,56868,57029
46009,51543,56179,56269
46025,49813,56974,57188
46130,50550,56573,56747
46132,54480,54611,54777
46183,49883,56940,56994
46206,50619,56571,56604
46240,52664,55344,55752
46354,53387,55063,55196
46362,54126,54528,54984
46495,52999,54855,55651
46542,47321,57994,58143
46584,49809,54457,59150
46591,48153,50606,64650
46651,47370,57948,58031
46705,52731,55250,55314
46856,47938,50312,64894
46885,49117,52028,61970
46932,48303,57291,57474
46940,53627,54688,54745
46955,52565,54985,55495
46967,52523,55097,55413
46976,49239,56834,56951
47184,53363,54712,54741
47196,54019,54325,54460
47242,49925,56335,56498
47566,49369,56515,56550
47575,49906,52795,59724
47637,52427,54826,55110
47650,52771,54770,54809
47674,49469,56386,56471
47679,52460,54797,55064
47690,48272,56921,57117
47744,47997,57115,57144
47794,48566,56767,56873
47850,50543,55729,55878
47904,50374,55738,55984
47946,50863,55161,56030
47951,52944,54313,54792
48119,51070,55388,55423
48142,53108,53940,54810
48178,48970,56345,56507
48223,50163,55687,55927
48345,50000,55814,55841
48416,52839,54205,54540
48515,53184,54128,54173
48647,48830,52902,59621
48731,50818,55174,55277
48732,49869,52560,58839
48979,52190,52790,56041
49001,52171,54174,54654
49086,51826,54372,54716
49249,49990,55233,55528
49317,50289,53904,56490
49460,53275,53601,53664
49620,52210,53815,54355
49658,52276,53710,54356
49733,51861,53976,54430
49764,52234,53835,54167
49780,50718,54587,54915
49931,50914,53082,56073
49960,51178,54403,54459
50024,52492,53707,53777
50025,51114,51773,57088
50046,51420,54184,54350
50091,53226,53282,53401
50138,52703,53525,53634
50177,52010,53527,54286
50237,52053,53563,54147
50259,51085,52036,52622
50342,52724,53439,53495
50422,50855,52901,55822
50489,52259,53485,53767
50573,51779,51924,55724
50582,50933,52493,55992
50634,52780,53246,53340
50649,52751,53281,53319
50661,50994,53416,54929
50757,52312,53085,53846
50765,52392,53288,53555
50886,52157,53419,53538
50920,51045,52519,55516
50930,52380,53208,53482
51126,52170,53329,53375
51188,52390,53095,53327
51331,51558,52103,55008
51491,51653,51787,55069
51676,51794,51957,54570
4,592,9565,99890,99949
9,320,10911,99355,99405
14,567,9538,99910,99971
18,9921,50114,50896,99051
26,410,10123,99695,99746
28,1172,12494,98123,98183
30,605,10392,99467,99506
58,1209,9115,99758,99860
59,1169,11666,98534,98572
79,672,10223,99489,99537
98,1306,9021,99748,99827
150,258,9999,99752,99841
151,4540,40101,67409,97799
174,1215,9987,99283,99341
207,1324,10482,98978,99009
250,547,10032,99538,99633
274,1095,9641,99472,99518
288,585,10981,99055,99091
294,532,9491,99798,99885
299,1103,11198,98674,98726
321,10475,45779,55228,98197
331,665,9121,99911,99972
365,472,9231,99934,99998
368,1248,9424,99466,99494
377,2157,10968,98217,98281
381,1593,10602,98691,98733
398,437,9752,99690,99723
418,1156,9069,99652,99705
434,994,11331,98597,98644
436,47023,49273,50472,62796
482,1291,9477,99350,99400
500,731,9570,99560,99639
508,1252,9460,99359,99421
513,13628,46102,52003,97754
558,1535,11577,98134,98196
587,2339,9796,98611,98667
609,909,11221,98608,98653
611,1120,11372,98413,98484
621,1781,11245,98142,98211
627,928,10582,98882,98981
628,1435,10049,98897,98991
646,9945,47816,51951,99642
647,860,10532,98956,99005
651,1247,9252,99398,99452
655,1473,9606,99108,99158
656,37354,47034,47815,77141
659,50805,51665,52691,54180
700,775,9992,99227,99306
740,31905,42742,53254,81359
763,976,8627,99764,99870
764,1466,9618,99059,99093
804,1198,9428,99246,99324
819,9688,49048,51989,98456
821,1296,10452,98694,98737
823,3211,10874,97529,97563
824,1747,9335,99034,99060
843,1355,10183,98765,98854
882,1427,10125,98749,98817
883,1353,10179,98761,98824
927,1053,10577,98704,98739
954,1855,11289,97928,97974
972,3339,10450,97595,97644
978,1170,10165,98814,98873
990,1325,10633,98515,98537
1001,2295,11004,97835,97865
1056,3177,10276,97720,97771
1087,1307,11439,98074,98093
1096,1689,10871,98137,98207
1098,3321,9864,97841,97876
1114,2293,11753,97398,97442
1127,39628,49097,52566,67582
1163,1687,12502,97293,97355
1227,2884,10229,97817,97843
1228,3233,10500,97500,97539
1239,1877,10818,98020,98046
1249,1661,10279,98375,98436
1258,1520,9949,98610,98663
1294,3895,12703,96036,96072
1301,1690,10090,98417,98502
1311,3139,11955,96787,96808
1323,1445,11519,97839,97874
1412,1558,10424,98245,98361
1510,4150,10133,97069,97138
1513,2420,10153,97930,97984
1521,3566,10017,97421,97475
1571,2613,9661,98071,98084
1618,38113,47314,50011,72944
1626,3684,10833,96908,96949
1643,2143,10172,98012,98030
1696,2494,11374,97181,97255
1712,2957,12641,96320,96370
1717,2872,10916,97216,97279
1741,2033,11562,97302,97362
1763,3550,13056,95789,95842
1768,2015,12391,96898,96928
1775,2746,9919,97759,97801
1800,3261,10470,97203,97266
1819,2337,12472,96638,96734
1835,28587,44899,48409,86270
1847,3213,10736,97067,97137
1901,2035,10878,97570,97616
1919,3108,12014,96449,96510
1928,2625,12316,96552,96579
1941,3799,12320,95944,95996
1955,2882,11996,96554,96613
2037,4205,11896,95893,95969
2051,2803,15333,94871,94942
2074,5044,13266,94787,94829
2098,2854,10535,97231,97282
2103,2417,11669,96897,96914
2121,4764,11453,95817,95845
2158,2713,11149,96972,97008
2161,45538,50514,51451,60336
2228,14660,27729,69788,95595
2234,2696,12416,96297,96357
2252,3003,13355,95675,95715
2266,4370,11121,96112,96131
2358,37147,49632,50937,69926
2382,4056,12545,95471,95546
2385,2916,10478,97075,97146
2406,2610,11979,96480,96525
2450,4951,13147,94709,94743
2526,3991,11387,96027,96069
2546,3559,13070,95391,95434
2557,4243,15423,93871,93906
2566,4262,11791,95672,95709
2595,3252,11880,96118,96155
2596,3077,9732,97286,97309
2605,3666,12706,95475,95548
2617,3514,10551,96623,96695
2652,3007,11908,96200,96233
2668,4359,10892,96025,96056
2748,4074,11745,95684,95749
2769,4659,10760,95865,95947
2982,3570,10145,96615,96688
3041,3776,14927,94114,94142
3044,4000,15433,93731,93792
3053,5411,18224,91630,91682
3063,3970,13670,94639,94658
3121,5559,12897,94194,94229
3122,4527,18371,91970,92010
3134,3456,17002,93173,93235
3137,5071,11003,95378,95411
3166,3385,14629,94394,94426
3194,4562,11540,95342,95362
3204,3313,13632,94884,94967
3337,5554,15786,92621,92702
3394,4076,14880,93807,93843
3409,5937,13265,93683,93706
3433,5630,9973,95461,95503
3448,4187,17452,92433,92480
3459,4561,12581,94679,94720
3488,3969,16312,93100,93131
3539,7728,16417,91117,91199
3555,4525,17826,92030,92064
3652,5152,14322,93411,93463
3656,5287,14342,93350,93365
3660,4090,14591,93813,93846
3714,4662,14737,93419,93468
3763,13251,39012,54392,99582
3764,3890,13253,94512,94581
3886,4598,13447,94004,94065
3893,5494,14587,92981,93045
3909,4138,12330,94789,94834
3912,4361,11507,95099,95121
3968,4813,14281,93451,93487
3979,5808,14679,92742,92792
4011,5197,12481,94136,94175
4049,5601,15919,92195,92236
4087,4416,12224,94629,94644
4100,5463,13032,93690,93715
4116,6237,17871,90853,90923
4192,4229,14601,93457,93521
4211,20569,46803,49454,88963
4269,48469,50985,51968,54309
4344,4735,14673,93101,93147
4366,5890,12586,93559,93599
4473,4781,12932,93887,93927
4493,7271,13977,92106,92153
4503,6824,19246,89684,89743
4548,4634,13318,93724,93776
4602,5279,16876,91590,91653
4609,5824,14691,92408,92468
4614,33054,43868,50716,77748
4621,6139,14913,92152,92175
4636,5646,16691,91493,91534
4646,6675,17483,90571,90625
4654,5567,17039,91337,91403
4664,5688,17612,90976,91060
4668,5848,20598,89427,89459
4719,5764,17713,90871,90933
4731,8927,18260,89013,89069
4809,5344,12495,93659,93693
4830,6226,19157,89859,89928
4854,6229,18854,90010,90053
4871,4969,19431,90347,90382
4918,6631,15906,91251,91294
4942,5736,16858,91200,91264
4949,7222,17864,89966,89999
4953,7482,17634,89937,89994
4956,5407,20624,89494,89519
4963,6131,17999,90413,90494
4998,5297,16658,91504,91543
5165,22938,39746,50040,92111
5254,6486,17503,90371,90386
5358,6119,20651,88918,88954
5385,5661,13310,92789,92855
5405,5447,14078,92494,92576
5481,6815,21228,88228,88248
5498,45595,46456,51965,60486
5571,7903,18245,89102,89179
5577,6432,17286,90332,90373
5606,6240,18406,89832,89916
5647,9393,16908,89007,89045
5658,7308,21207,87890,87937
5711,7439,16315,90218,90317
5788,6863,17829,89724,89796
5918,8071,18069,88945,88997
6035,6369,18284,89642,89670
6040,6749,21718,87729,87764
6053,8208,16560,89572,89607
6078,7513,20250,88046,88113
6134,27885,36263,42786,96932
6175,7460,19862,88235,88268
6198,7331,19430,88492,88549
6219,10421,19903,86696,86761
6244,7658,17044,89509,89545
6319,6837,18169,89316,89359
6320,9305,19642,87341,87392
6336,6670,21047,87946,88001
6348,8620,17357,88818,88857
6378,9142,18678,87870,87932
6465,8974,17101,88691,88769
6541,11538,18092,86889,86940
6591,9827,19288,87127,87167
6617,7833,19901,87802,87847
6668,6746,16324,90098,90164
6715,9379,19464,87185,87257
6725,8682,21541,86496,86556
6950,8322,21470,86610,86648
6961,9953,16362,88340,88384
7029,8509,22541,85941,85980
7049,7338,17893,88831,88889
7101,9264,18391,87604,87640
7112,8016,44162,56669,94041
7139,7472,23158,86072,86159
7173,8370,18330,88039,88088
7210,7609,21957,86594,86630
7234,7319,15780,89804,89863
7235,7444,18834,88231,88256
7300,8138,18065,88232,88265
7391,8149,17379,88506,88575
7403,8049,19426,87544,87578
7409,8758,18558,87613,87662
7429,8739,19773,87013,87046
7441,40292,47700,49425,65142
7533,10378,22242,84889,84958
7535,8751,19670,87010,87034
7619,9745,18801,86893,86942
7624,13871,21065,83687,83753
7669,14936,18470,84446,84479
7730,8135,21313,86395,86427
7734,8675,18327,87606,87658
7736,9042,22584,85307,85331
7746,28302,31669,50264,92019
7790,8024,24983,84575,84628
7861,11324,17430,86657,86728
7910,12132,18622,85635,85701
7988,13896,17510,85289,85317
8126,10775,20802,85109,85188
8136,12276,21240,84153,84195
8218,9153,19553,86504,86572
8270,33179,47180,49035,72336
8278,12552,18349,85379,85442
8335,10953,18324,86161,86227
8405,16855,19683,82515,82542
8422,12073,26402,81522,81581
8434,11569,19528,85216,85253
8491,17287,17421,83378,83423
8498,10774,19228,85727,85773
8559,10004,22264,84567,84606
8576,10436,21676,84631,84681
8609,14802,18288,84120,84181
8613,9484,22286,84757,84860
8704,8745,19055,86706,86790
8706,9932,18351,86462,86549
8882,9207,20421,85718,85772
8929,13534,21283,83098,83156
8947,14959,20773,82639,82682
8988,11244,21824,83956,83988
8989,9991,22063,84457,84500
9056,11151,21136,84305,84352
9068,9415,21004,85240,85273
9130,11627,20727,84235,84281
9293,10107,21958,84300,84342
9351,10576,20034,85006,85033
9496,15652,17086,83867,83899
9564,14489,20414,82751,82782
9580,9978,20801,84780,84861
9607,13544,20221,83276,83352
9613,10289,26577,81741,81780
9738,30934,38890,52647,77791
9821,12143,18694,84635,84707
9892,12869,19316,83938,83985
9976,11658,34677,53796,99893
10014,11222,19950,84388,84426
10069,12916,18214,84387,84414
