36185,38954
38633,93247,98033
44645,82712,98281
3555,9424,28492,94214,94315
3566,10739,29519,93045,93131
3572,5071,30649,95326,95382
3587,11236,31660,91703,91814
3591,4636,34252,93715,93806
3620,4764,32762,94400,94454
3652,4809,25595,97941,98003
3656,5368,31816,94521,94639
3666,5418,30545,95133,95238
3684,4614,29413,96089,96200
3714,4150,30298,95842,95996
3763,9613,35262,90643,90719
3764,7784,30668,93871,93913
3776,8509,30215,93706,93794
3788,5615,26452,97008,97137
3886,5601,36035,92214,92264
3893,8140,30547,93688,93732
3910,4718,28964,96179,96229
3968,4132,28587,96579,96734
3969,4854,31277,94898,95002
3979,5552,32342,94004,94123
3991,6422,32577,93453,93557
4011,7210,30690,93954,94135
4087,7101,34613,92047,92152
4100,4875,27877,96525,96623
4116,5894,33928,92972,93090
4138,4370,33380,93998,94114
4142,6166,35848,91855,91989
4187,8882,29915,93457,93559
4205,7897,33016,92384,92498
4214,4915,32656,94041,94174
4262,7831,28743,94535,94629
4269,10149,26789,94341,94452
4304,6369,33955,92639,92733
4312,4416,31245,94987,95040
4344,6241,31673,93836,93906
4359,5736,33897,92940,93068
4366,5405,31780,94175,94274
4381,5458,28048,96025,96088
4440,4654,41344,89703,89859
4493,10229,27113,94026,94139
4503,6550,32635,93100,93212
4548,5646,26435,96615,96756
4596,6689,29454,94607,94654
4598,6040,31406,93932,94024
4602,4659,33675,93487,93577
4621,7816,31669,92896,92998
4634,7773,30062,93724,93807
4664,5957,34890,92224,92265
4668,10123,30273,92404,92532
4694,5112,25753,97154,97287
4712,5121,29654,95171,95342
4731,6164,36453,91264,91388
4756,6596,37143,90679,90826
4781,8018,30880,93107,93214
4799,5554,32884,93353,93410
4830,5918,30149,94512,94591
4871,10870,29940,92144,92175
4953,7535,28573,94441,94498
4956,7460,32500,92486,92598
4991,7139,28010,94871,94989
4996,10136,34001,90373,90494
5030,9142,33216,91251,91361
5034,6382,28972,94753,94859
5044,9176,26493,94608,94679
5054,10535,34336,89997,90078
5083,6800,28600,94711,94806
5119,7878,29537,93690,93776
5132,7548,33054,92106,92160
5143,7154,32915,92308,92480
5196,5788,34875,92030,92111
5197,5621,29766,94658,94758
5231,11863,29074,91830,92002
5245,6313,36148,91080,91214
5250,6030,32347,93123,93250
5279,5848,31102,93845,93926
5287,8128,36348,90064,90173
5297,6219,33494,92433,92557
5321,9231,29459,92966,93023
5324,7772,30990,92923,92991
5345,6749,37524,90164,90218
5347,6319,29420,94431,94483
5351,5661,38279,90332,90377
5376,6336,34432,91851,92005
5422,7472,30227,93411,93468
5447,8609,34335,90736,90873
5461,6675,31466,93147,93251
5481,9486,33288,90822,90923
5494,12219,30087,91060,91140
5498,5577,30803,93986,94136
5517,7790,32625,92003,92065
5571,8250,31752,92191,92236
5630,6182,27428,95351,95409
5647,13677,31659,89472,89545
5658,9745,31917,91277,91403
5678,8766,31019,92238,92299
5706,11774,32194,90133,90193
5711,9632,32140,91199,91318
5739,8443,31640,92028,92150
5765,6198,33370,92259,92408
5808,10069,35934,89045,89144
5865,14199,45517,82164,82255
5889,5970,31529,93283,93329
5927,14511,32118,88660,88784
5937,7730,29634,93307,93392
5952,12494,33739,88852,88963
5979,6191,31762,92973,93095
6037,10760,30221,91449,91533
6053,11072,30793,90973,91109
6082,9565,35108,89588,89657
6119,7996,29226,93302,93357
6134,8739,37655,88663,88809
6139,7490,30988,92626,92757
6159,7851,35562,90170,90258
6180,16105,38989,70052,98674
6229,10421,27423,92906,93021
6237,8751,32076,91443,91493
6245,7533,35903,90108,90211
6320,7318,32490,91862,92010
6331,7049,30064,93236,93320
6366,11896,38054,86795,86889
6378,7256,37408,89443,89515
6387,9056,33222,90630,90705
6465,7981,31359,92042,92153
6482,7833,35236,90168,90281
6523,6765,33641,91504,91567
6541,9428,37850,88026,88155
6591,14055,28905,90187,90262
6605,7575,36830,89454,89536
6612,9489,37345,88228,88326
6617,8271,38516,88256,88340
6624,7495,28397,93692,93792
6668,11971,36464,87419,87478
6703,11230,30828,90578,90661
6705,9335,35357,89254,89349
6715,13337,30816,89519,89613
6725,9153,41602,86213,86307
6730,9864,32657,90347,90402
6745,7184,29052,93451,93568
6746,11003,36054,88071,88126
6782,10032,36840,88115,88231
6790,10807,40462,85908,86033
6796,7400,28678,93519,93607
6807,8745,35026,89679,89743
6824,9462,31894,90871,90949
6837,9616,30834,91294,91419
6857,7179,33388,91239,91337
6863,9570,35139,89186,89242
6879,7551,30014,92702,92854
6915,8276,32743,90978,91088
6939,11398,33038,89264,89361
6961,7439,31943,91764,91893
7012,8218,32042,91305,91423
7013,9286,37036,88281,88384
7052,7513,31643,91822,91970
7080,8136,31450,91630,91704
7112,7371,34558,90388,90571
7126,11372,32227,89620,89655
7173,8089,28081,93299,93358
7194,11234,33036,89220,89316
7216,7669,38424,88306,88385
7222,7375,32368,91492,91543
7231,7734,32192,91371,91472
7234,9991,33516,89607,89652
7262,12143,28889,90792,90914
7288,11987,38074,86270,86381
7308,9892,31025,90842,90933
7319,8050,31224,91653,91754
7326,9207,37369,88019,88079
7331,8772,32739,90514,90644
7353,10470,38042,87016,87119
7382,8576,38451,87764,87827
7403,9130,30484,91459,91524
7409,9491,32733,90138,90229
7429,16742,40017,82871,82941
7441,10892,30883,90371,90413
7444,16149,30207,88039,88161
7482,14333,36101,85957,86127
7517,17256,34039,85565,85623
7624,13254,34607,87177,87338
7658,13196,31061,89013,89072
7663,10548,36551,87598,87640
7675,10874,38005,86656,86790
7736,10450,37246,87227,87341
7746,8138,34177,89928,90011
7759,10891,39308,85945,86097
7861,8706,35287,89019,89127
7903,9477,37933,87289,87398
7909,9251,41947,85408,85485
7960,9099,37437,87702,87802
7988,9238,35440,88643,88691
8049,11688,40420,84874,84969
8071,12606,41248,83986,84089
8104,11540,43919,83164,83273
8149,11667,39230,85437,85517
8162,10266,33058,89189,89325
8278,10838,34972,87917,87995
8281,11910,32871,88432,88506
8287,9025,37522,87553,87613
8299,11681,37317,86319,86384
8343,10879,36759,86985,87034
8370,8470,37214,87944,88002
8405,13217,35395,86427,86556
8422,11857,45019,82316,82386
8434,13792,39035,84325,84414
8469,8620,34635,89097,89179
8479,11880,32832,88365,88444
8490,10527,34448,88223,88312
8498,19044,34371,83985,84102
8530,13056,35414,86451,86549
8540,10004,42493,84436,84527
8559,10651,40126,85289,85375
8573,8974,37458,87479,87516
8581,11991,37940,85716,85772
8606,12437,30454,89207,89296
8608,9932,34844,88248,88368
8613,14574,28224,89230,89359
8627,9973,37576,86869,86955
8658,10927,37510,86413,86492
8663,9885,34608,88393,88451
8704,13540,38988,84342,84426
8713,12581,36168,86171,86367
8746,13507,33144,87257,87346
8763,9653,38278,86610,86696
8765,9210,35699,88113,88213
8806,9682,35163,88117,88232
8834,10049,32588,89191,89338
8849,9308,39187,86279,86377
8865,10090,32071,89445,89529
8867,10976,33594,88235,88328
8927,14927,33246,86396,86504
8929,9564,33768,88807,88932
8947,13596,48830,79256,79371
8988,13674,31078,88077,88183
8989,9651,37147,87046,87167
9021,11228,39172,85262,85317
9042,15380,37060,84218,84300
9069,10953,32260,88800,88918
9131,16165,37953,83340,83411
9151,13070,37499,85086,85194
9184,10916,34730,87548,87622
9252,10088,41700,84446,84514
9264,9547,30874,90137,90178
9293,9496,37019,87033,87159
9347,9679,40887,84978,85109
9350,16534,41948,81009,81159
9351,11625,39970,84504,84550
9354,9463,33934,88601,88648
9358,15177,37071,84159,84235
9379,14021,38931,83787,83882
9393,18934,30136,85718,85819
9397,10104,39223,85599,85677
9460,14338,39012,83541,83649
9521,9607,37176,86794,86902
9661,11531,32555,88088,88165
9721,10271,35750,87073,87185
9796,14831,37332,83962,84079
9808,10106,45971,82043,82072
9821,11340,35770,86462,86607
9827,11907,36245,85949,86072
9904,12014,49492,79250,79340
9919,14699,34908,85216,85258
9943,11617,30662,88831,88947
9949,11198,42043,83373,83437
9953,11289,37637,85512,85609
9992,12796,37399,84848,84965
10115,12425,36670,85341,85449
10133,16993,39623,81547,81704
10139,14679,35833,84625,84724
10145,16574,43045,80076,80160
10165,12453,33775,86731,86876
10172,15150,32778,85899,86001
10179,13447,37173,84568,84633
10217,12302,39729,83836,83916
10236,10563,37624,85763,85814
10276,15009,44787,79923,80005
10279,15094,39740,82416,82471
10289,11992,42389,82622,82708
10363,11562,32918,87551,87606
10392,15022,31991,86227,86368
10436,13274,50550,77795,77945
10452,11627,41349,83213,83359
10475,13819,40637,82497,82572
10478,12333,41121,82976,83092
10482,11154,43789,82257,82318
10532,13037,45424,80445,80562
10577,16060,34218,84555,84590
10588,12442,44937,80946,81087
10633,13310,34075,85941,86041
10645,15652,40287,81643,81773
10669,15020,40996,81581,81734
10751,12897,42136,82058,82158
10756,11750,38505,84460,84529
10775,15880,39811,81727,81807
10783,13886,35763,84700,84868
10790,11669,40318,83536,83687
10810,11784,42441,82448,82517
10818,12550,30697,87934,88001
10833,13432,50257,77688,77790
10888,15760,39868,81703,81781
10890,19521,41380,79053,79156
10911,12472,41028,82754,82835
10915,12320,35411,85642,85712
10968,16015,43971,79439,79607
10981,11507,43453,82008,82051
10994,13644,44696,80273,80393
11017,16739,40622,80739,80883
11043,13934,48442,78248,78333
11056,15586,39254,82033,82071
11122,11908,35304,85779,85887
11151,12025,43706,81487,81631
11222,14094,39145,82725,82814
11310,15253,34928,84212,84297
11315,12552,35549,85253,85331
11318,11736,41331,82778,82837
11331,13817,35642,84575,84635
11373,14603,44316,79782,79926
11387,12540,41442,82297,82334
11395,14503,40655,81693,81754
11457,16282,39669,81254,81338
11514,15906,43966,79258,79356
11519,14848,43485,80039,80109
11538,19055,48640,75344,75423
11551,17516,45094,77875,77964
11596,14833,39429,82049,82093
11605,13876,42945,80735,80839
11629,15815,39981,81230,81345
11637,14737,32433,85558,85635
11668,18948,48924,75178,75282
11677,31151,44940,71088,71144
11685,22025,37469,79398,79423
11699,14913,37451,82915,83022
11745,19157,39217,79901,79980
11770,13355,38626,83081,83168
11810,18756,39491,79939,80004
11855,12826,47421,78873,79025
11869,14342,41129,81307,81353
11885,14275,44019,79890,79931
11947,15113,41929,80443,80568
11979,14489,39078,82184,82270
11996,17552,44209,78077,78166
12193,13147,38642,82964,83054
12224,16519,47130,77028,77099
12233,14834,31936,85446,85551
12238,15129,41518,80530,80585
12244,21950,47057,74317,74432
12246,15740,37300,82314,82400
12276,12647,43619,80712,80746
12283,12526,42306,81366,81519
12295,15103,48852,76815,76935
12309,14004,38499,82547,82641
12316,17910,46860,76406,76508
12403,17478,46362,76814,76943
12413,18193,28540,85376,85478
12416,17771,40395,79637,79781
12422,19086,38494,79972,80026
12458,12921,47184,78693,78744
12481,18260,41833,78686,78740
12502,18817,39988,79311,79382
12512,14485,46498,78224,78281
12545,12864,37357,83537,83697
12566,18349,50169,74401,74515
12586,16279,42784,79138,79213
12602,15100,50046,76063,76189
12641,14673,48566,76990,77130
12683,35300,38266,45012,98739
12698,17570,43503,78081,78148
12703,18854,47328,75503,75612
12721,13717,35611,83949,84002
12751,17239,49603,75136,75271
12757,23702,45475,74002,74064
12761,19249,48416,74724,74850
12814,13436,52170,75724,75856
12869,16238,44024,78362,78507
12916,16716,39671,80295,80402
12932,14421,38381,82088,82178
12988,19153,43156,77308,77395
13022,18322,43220,77676,77760
13027,13905,44179,79416,79473
13032,17132,56239,71745,71852
13061,14299,32849,84833,84958
13096,16297,42458,79024,79125
13118,24508,48301,71981,72092
13265,17615,45693,76657,76770
13266,16359,47370,76431,76574
13318,22686,42783,75568,75645
13375,18556,40726,78640,78703
13548,15030,38949,81161,81312
13555,23583,50582,71102,71178
13617,14211,38848,81583,81741
13628,18124,41904,78135,78209
13654,17137,48196,75454,75559
13658,15414,51676,74567,74685
13660,15453,43957,78397,78533
13670,17120,37566,80740,80904
13678,17796,53497,72457,72572
13871,16865,35528,81819,81917
13872,18904,49113,74010,74101
13883,17053,49094,74952,75018
13884,19261,47251,74748,74856
13892,17665,50658,73857,73928
13896,17555,48142,75146,75261
13910,15123,49187,75836,75944
13933,18706,42265,77495,77601
13941,16996,44799,77084,77180
13966,15727,44926,77633,77748
13968,16891,44542,77245,77354
14039,18257,41979,77789,77936
14078,16423,48714,75351,75434
14081,19824,45178,75416,75501
14104,18407,49751,73847,73891
14117,17399,38194,80092,80198
14137,14601,35633,82774,82855
14139,14939,41660,79551,79711
14185,15336,35179,82595,82705
14244,22334,42234,75541,75647
14281,22046,46776,73413,73484
14290,17286,42930,77707,77787
14310,23756,41346,75249,75339
14318,17427,41965,78086,78204
14319,16676,43261,77796,77948
14320,19901,50430,72634,72715
14331,20027,37201,79180,79261
14337,14874,54587,73064,73138
14375,15621,36174,81871,81959
14394,19523,50662,72665,72756
14426,20605,43316,75780,75873
14456,15074,45055,77677,77738
14542,16064,43542,77866,77986
14558,20824,62086,66214,66318
14582,19624,52762,71448,71584
14591,20983,52234,71035,71157
14593,16466,46914,75923,76104
14617,15489,35459,82170,82265
14648,16272,53698,72630,72752
14672,14892,39746,80291,80399
14703,16330,45623,76591,76753
14723,21949,48303,72438,72587
14756,18834,50138,73099,73173
14801,18035,42084,77474,77606
14832,15368,39169,80254,80377
14852,16542,42658,77938,78010
14866,14914,37199,81459,81562
14890,17288,39816,78927,79079
14936,17086,45902,75948,76128
14959,22063,52427,70224,70327
14994,18646,42666,76807,76887
15003,17430,51525,72963,73079
15010,17162,41555,78102,78171
15069,19293,41302,77096,77240
15086,16467,44310,77000,77137
15117,18742,48451,73779,73911
15154,22801,39803,76055,76187
15207,19202,50994,72252,72345
15225,20105,36886,78851,78933
15261,18805,54010,70911,71013
15271,17864,39170,78797,78898
15333,23769,45818,72472,72608
15433,15602,36630,81099,81236
15451,21268,39484,76851,76946
15454,32197,46916,67698,67735
15465,15719,44912,76922,76982
15469,16855,57404,70074,70198
15486,18404,52751,71646,71713
15495,22246,49271,71469,71519
15542,16560,48374,74699,74825
15595,17234,55462,70818,70891
15619,16367,50175,73875,73964
15640,16743,50409,73542,73666
15780,22425,47744,71963,72088
15786,16790,49249,74049,74126
15796,17015,42047,77517,77625
15810,18092,41148,77453,77497
15824,16020,42653,77712,77791
15934,17999,41966,77004,77097
15949,21962,51968,70001,70120
15985,17422,39274,78595,78724
16011,21169,44526,74092,74202
16065,20631,37136,78043,78125
16081,19471,44702,74841,74905
16151,20250,46420,73514,73665
16162,17046,52860,71891,72041
16177,18964,43615,75592,75652
16184,19426,40542,76881,76967
16200,16448,50963,73134,73255
16231,23201,58017,66221,66330
16239,17748,53495,71191,71327
16250,22423,43138,74073,74116
16302,20502,52724,70169,70303
16364,21723,41513,75145,75255
16393,19430,49721,72188,72268
16417,18789,59341,67708,67745
16443,22564,42042,74420,74531
16556,18100,49235,73003,73106
16667,20832,47795,72293,72413
16674,22665,52553,69011,69097
16702,20060,61013,66043,66182
16705,25335,54570,66627,66763
16777,17612,44514,75511,75586
16825,21136,54459,68717,68863
16857,17970,48345,73379,73449
16862,18547,51236,71644,71711
16864,18841,59528,67320,67447
16908,18369,37658,78471,78594
16940,17824,45138,75019,75079
16959,17510,50573,72411,72547
17023,19829,38413,77333,77402
17039,18801,44868,74585,74707
17044,20684,50864,70651,70757
17055,20727,43732,74196,74290
17066,26996,56601,64628,64709
17076,20321,53527,69478,69598
17121,19258,46681,73421,73519
17257,18025,45348,74637,74733
17272,17827,52771,71023,71107
17290,18330,47279,73461,73640
17318,17881,46183,74277,74341
17347,18558,54332,69821,69942
17379,24124,51891,68202,68404
17424,18021,50762,71849,71944
17431,17581,49079,72891,73018
17449,19939,44512,74004,74096
17483,20240,54372,68899,69006
17542,20290,48384,71847,71937
17546,18838,47039,73249,73328
17589,21152,50025,70592,70642
17634,18605,43743,74976,75042
17673,18746,53103,70172,70306
17680,21758,44266,73103,73193
17696,25276,58233,64384,64411
17713,18979,52463,70334,70511
17750,18188,40621,76662,76779
17766,22735,57584,65895,66020
17787,24091,53368,67311,67443
17789,21283,47318,71753,71857
17822,19235,53095,69905,69943
17829,18532,48604,72440,72595
17869,19786,45796,73237,73312
17870,24530,49733,68882,68985
17871,20023,60191,65921,65994
17891,26341,51581,67046,67141
17893,20118,44592,73635,73762
17908,22286,47173,71235,71398
17918,21942,41279,74384,74477
17931,26939,41559,71726,71845
17973,22279,49531,70068,70149
18066,19431,47831,72276,72396
18169,19732,49869,71070,71160
18245,24413,47951,69633,69758
18251,24342,47616,69865,69926
18288,21669,56335,66788,66920
18292,23423,38705,74729,74851
18307,25308,43295,71499,71591
18331,21437,37641,76261,76330
18371,23824,49315,69206,69284
18372,19922,48084,71764,71858
18406,22885,45270,71683,71756
18438,19976,49716,70881,70989
18471,23603,53268,67300,67358
18474,19309,43259,74410,74548
18482,23594,46985,70400,70539
18495,23633,41269,73271,73332
18523,20469,51653,69607,69748
18622,23532,49891,68941,69014
18624,20014,50708,70269,70385
18628,26531,46292,69240,69309
18648,22533,55206,66656,66957
18650,20440,41522,74641,74747
18779,21898,48014,70595,70714
18804,19884,44079,73548,73685
18864,20956,42294,73900,73986
18942,21714,54711,67185,67448
18974,23760,60990,62989,63287
18991,27391,48484,67521,67613
19005,22451,47602,70428,70514
19032,21111,48253,70770,70834
19107,20823,55243,67382,67445
19236,19663,56834,67107,67160
19245,29636,46667,67181,67271
19260,27207,51413,66032,66088
19288,26282,41891,71194,71345
19316,21476,44093,72499,72616
19331,25402,46102,69515,69650
19344,27426,48530,67299,67401
19358,29532,48956,65991,66163
19385,21047,52210,68583,68775
19528,22348,53007,67502,67615
19541,22771,51521,67994,68173
19553,24405,61091,62450,62501
19670,28043,54528,63761,63998
19687,22832,48731,69306,69444
19730,20524,50914,69378,69454
19826,24647,51665,66852,67010
19862,23909,38003,74082,74144
19879,25786,51728,66253,66354
19903,27434,51762,65359,65542
19950,21879,45030,71534,71607
19953,21309,37032,75798,75908
19998,30837,44120,67476,67569
20034,22780,50639,68162,68385
20156,21302,53242,67611,67689
20266,22187,48785,69332,69430
20276,20569,52005,68542,68608
20310,24181,61475,61945,62089
20316,22031,47926,69815,69912
20333,22434,50337,68384,68512
20338,23038,44302,71118,71204
20414,22447,50306,68332,68501
20420,25442,46861,68571,68706
20434,21045,51558,68449,68514
20449,23544,51820,67053,67134
20540,23716,51350,67175,67219
20543,22264,46517,70289,70387
20555,35238,56384,58864,58959
20603,24983,46588,68870,68956
20630,23151,48434,68841,68944
20645,24606,49550,67570,67629
20651,24809,53809,65309,65422
20653,22865,46955,69693,69834
20713,23195,44445,70787,70860
20747,28769,58554,60892,61038
20773,29592,57765,60891,60979
20777,21722,53419,67011,67071
20802,24158,44938,70005,70097
20822,23507,52674,66431,66566
20825,23148,54716,65603,65708
20845,22438,48153,69238,69326
20865,21788,43951,71655,71741
20938,23935,55230,64797,65100
20984,39382,53254,58036,58344
21004,25147,47495,68123,68231
21012,23020,52743,66550,66675
21030,26621,57645,62289,62415
21042,35605,42634,65323,65396
21046,25761,47805,67655,67733
21063,21259,50312,68614,68752
21069,21639,49620,68814,68858
21166,26646,55344,63374,63470
21178,22435,52647,66811,66929
21187,25519,51965,65568,65761
21207,21651,56811,65122,65209
21212,24510,49568,67301,67409
21240,22546,55822,65142,65250
21243,33371,42097,66568,66721
21270,36220,42713,64848,64949
21307,44007,49789,57319,57578
21313,23717,59083,62911,62976
21324,24278,53200,65560,65638
21346,27725,53823,63535,63571
21358,38282,50577,59834,59949
21366,23999,44231,70138,70266
21388,23529,47618,68661,68804
21391,33525,46444,64264,64376
21413,27420,51118,64948,65101
21441,21938,51527,67494,67600
21470,45904,53019,54654,54953
21541,23012,56940,64235,64272
21568,33485,53510,60633,60804
21569,21708,45586,70547,70590
21573,23006,50805,67259,67357
21614,31203,56804,60103,60276
21649,21978,40513,72872,72988
21666,37142,49626,60603,60963
21674,22324,60371,62760,62871
21687,23528,60475,61992,62318
21713,22377,51420,67196,67294
21718,22507,49526,68062,68187
21738,22858,53208,66037,66159
21775,22445,58707,63461,63612
21824,24789,47530,67848,68009
21836,25063,47698,67665,67738
21883,38344,55362,57120,57291
21888,22531,56173,64650,64758
21895,40864,53312,56563,57366
21957,26536,50390,65500,65617
21958,23480,54430,65018,65114
22006,29538,44635,66887,66934
22008,24714,45274,68965,69039
22028,42799,47543,58773,58857
22029,23158,47938,68367,68508
22054,22516,49636,67796,67998
22190,29590,40912,68589,68719
22197,28965,46334,66226,66278
22204,27341,53130,63574,63751
22211,30869,52560,62090,62270
22242,26895,50425,65165,65273
22301,23239,60669,61784,62007
22320,25398,48897,66636,66749
22333,28463,42821,68141,68242
22350,22615,46223,69338,69474
22427,25687,52634,64574,64678
22461,25794,43460,69055,69230
22526,32012,57569,58903,58990
22540,24829,48283,67140,67208
22601,24713,42403,70076,70207
22605,24611,50985,65819,65980
22654,23226,54205,64894,65021
22697,26112,50606,65258,65327
22702,26980,42851,68636,68831
22738,23004,47808,68155,68295
22744,24034,51427,65848,65947
22810,37756,51191,58983,59260
22872,24232,50710,66034,66152
22883,24721,46967,67671,67758
22886,27488,50105,64677,64844
22911,24009,53706,64615,64759
22938,24700,46456,67858,68048
22943,41905,46713,59080,59359
22979,25339,49072,66250,66360
22981,25178,53553,64068,64220
22994,33539,47434,62921,63112
23002,23774,60205,61458,61561
23090,24295,46975,67769,67871
23135,26778,51070,64454,64563
23160,28283,44509,66928,67120
23169,26138,52490,64026,64177
23186,28828,58089,59893,60004
23299,31621,56483,59152,59445
23307,25198,48647,66387,66461
23334,27695,55995,61336,61640
23378,35404,38552,44819,87847
23381,38634,39848,64015,64122
23389,25355,51546,64785,64925
23419,27705,50040,64353,64483
23461,28860,55516,61062,61101
23463,31250,47532,63817,63938
23478,24859,56073,62747,62843
23496,25386,53376,63757,63985
23534,36160,48211,60999,61096
23589,27985,55388,61407,61631
23593,25685,54737,62898,63087
23631,30558,57538,59099,59174
23643,28056,58248,59953,60100
23657,29462,54506,61160,61215
23668,24836,50237,65538,65721
23680,28551,47828,64854,65087
23792,30636,50289,62606,62677
23839,36242,43625,62930,63364
23853,34076,53525,59123,59423
23854,26473,49117,65243,65313
23857,25235,46402,67234,67272
23878,25850,47058,66474,66740
23914,24579,53697,63829,63981
23917,24382,53707,63948,64046
23928,34450,52268,59565,59789
23955,34758,47769,61708,61810
23997,25504,55008,62695,62796
23998,32115,45295,64248,64344
24038,29501,41672,67326,67463
24078,36489,49380,59844,60209
24096,26286,50264,64607,64747
24128,25457,48877,65693,65845
24178,24359,54708,63345,63410
24231,25728,48085,65937,66019
24252,25336,50515,64916,64981
24268,49850,51085,52175,52622
24275,38264,45133,61093,61235
24286,26402,50937,64124,64251
24296,26632,53421,62776,62875
24309,27048,55984,61276,61383
24371,25522,56671,61580,61856
24387,27042,46275,66089,66207
24399,25545,57806,61099,61151
24464,27888,50514,63541,63593
24518,40101,52708,55913,56760
24532,35652,53978,57876,57962
24533,31208,47402,63379,63478
24536,25463,58611,60620,60770
24547,33311,53448,59284,59410
24596,31238,47637,63219,63310
24651,32809,51252,60597,60691
24667,26051,54984,62041,62257
24681,31648,54368,59561,59742
24685,25060,51178,64494,64583
24732,28204,53620,61641,61803
24757,25285,53815,62969,63174
24811,26913,57097,60555,60624
24858,25675,58935,60241,60291
24939,27192,48122,64828,64919
24957,27429,50757,63389,63468
24962,36962,54613,56425,57038
24980,30441,46371,64064,64144
25016,26966,58015,59836,60167
25046,27924,56642,60157,60231
25050,25639,37790,44634,96887
25085,27020,44434,66624,66837
25090,27128,49122,64253,64407
25092,38193,54688,55761,56266
25113,30768,53003,60502,60614
25131,26414,55020,61689,61746
25390,34747,44872,62457,62534
25404,32479,43950,63828,64339
25502,33770,36320,67157,67251
25565,26434,49732,64065,64204
25574,30619,50754,61406,61647
25582,34413,52923,58452,58630
25587,36316,54147,56481,57469
25607,36240,44438,61675,62040
25627,36031,50718,58785,58839
25665,28618,54128,60763,60826
25673,26934,50047,63555,63791
25674,32941,53138,59059,59188
25677,39406,41305,41444,82168
25707,27752,49660,63401,63480
25715,38847,54797,55228,55413
25732,27685,51045,62733,62805
25785,30861,56126,58438,58790
25801,36743,51754,57776,57926
25873,34302,45370,62029,62426
25890,36187,52223,57760,57940
25891,35212,49176,59752,59969
25916,43800,44097,57969,58218
25930,30583,45402,63989,64096
25936,26572,51372,62933,63187
25963,41923,45744,57996,58374
26008,27269,41683,67468,67572
26026,33424,49618,60389,60543
26053,26678,51636,62779,62854
26068,27569,55203,60542,60618
26094,44518,48492,55271,55625
26097,35037,47679,60557,60630
26155,26274,50560,63424,63587
26162,32039,55927,57713,58159
26182,31262,51987,60238,60331
26194,30607,50619,61259,61321
26198,34612,47936,60399,60855
26205,42264,53439,53966,54126
26216,26552,54828,61109,61295
26275,39463,50206,56868,57188
26317,28067,45333,65104,65179
26330,45419,46884,55063,56304
26380,29171,48839,62704,62906
26390,26591,52028,62459,62532
26446,31381,33188,43993,94992
26516,29428,54810,59544,59702
26619,33956,40316,64517,64592
26685,45312,49010,54313,54680
26693,41971,46543,56961,57832
26796,27987,52312,61288,61617
26852,30763,50617,60704,61064
26855,30934,43490,64325,64396
26874,36887,51832,57117,57290
26884,37515,49239,58143,58219
26886,28342,44066,65305,65401
26909,33849,43024,63008,63210
27024,44215,52786,52969,53006
27041,37555,42802,61182,61420
27044,27849,56561,59165,59381
27047,37627,51802,56706,56818
27063,27669,55651,59717,59900
27066,35479,53319,56878,57258
27077,27528,50649,62278,62468
27085,36855,54545,55196,56319
27106,31243,45655,62876,63120
27107,38852,53938,54915,55188
27126,40031,45817,58349,58677
27160,37991,50634,57076,57139
27198,39496,43228,59886,60192
27215,41993,45215,57704,57873
27268,27392,56942,59144,59254
27335,38610,49337,57277,57441
27425,28212,50270,61970,62123
27506,35718,47573,59389,59814
27529,29177,53025,59994,60275
27550,28360,51738,61135,61217
27552,37964,49579,57389,57516
27584,37354,47821,58598,58643
27723,28116,56332,58866,58963
27736,38974,45928,58580,58782
27781,28255,53842,59999,60123
27793,30404,45041,63293,63469
27851,28939,56600,58263,58347
27857,35381,53500,55867,57395
27870,33209,49002,59901,60018
27909,29774,47220,62515,62582
27916,37765,51114,56284,56921
27972,34016,49658,58887,59467
27979,38407,44463,59374,59777
28194,32889,53387,57618,57912
28355,43666,46243,55648,56088
28375,33887,36726,65441,65571
28400,38656,53843,54457,54644
28461,35883,52806,55841,57009
28465,38755,43570,59355,59855
28643,31875,52366,58054,59062
28655,33196,54384,56767,56998
28786,34000,51708,57606,57900
29108,49261,50472,50481,50678
29478,37182,54335,54403,54602
29509,40252,53184,53520,53535
29522,44155,50601,51585,54137
29648,34677,49191,58127,58357
29650,32592,36660,65522,65576
29750,32431,48108,59743,59968
29805,44569,51730,51924,51972
29806,31414,51006,58847,58927
29813,31626,52276,57994,58291
29901,40201,44393,57646,57859
29925,34184,50731,57445,57715
30089,47705,50543,50733,50930
30181,33882,54540,55423,55974
30214,35537,44311,59808,60130
30288,30943,45120,61728,61921
30330,35523,52883,55535,55729
30393,35237,39241,62506,62623
30407,35152,37794,63276,63371
30493,41456,52368,52402,53281
30571,43678,51126,52060,52565
30755,38432,50909,54438,55466
30758,36580,40877,60796,60989
30773,33722,50990,57103,57412
30786,38403,44087,58031,58693
30918,34835,41334,61316,61597
30920,40484,50765,53777,54054
30968,37361,39075,40355,82241
31008,33372,36224,41635,87761
31035,41574,44094,56498,56799
31073,42087,50030,53226,53584
31153,34689,52858,55270,56030
31166,33028,37443,45453,82910
31299,40282,42593,57525,58301
31313,33285,47912,58673,58817
31343,38999,45869,56315,57474
31572,39235,52951,53085,53157
31630,41754,42223,56951,57442
31705,37097,53538,53781,53879
31716,31839,39292,42767,84386
31721,35583,36946,41469,84281
31722,42998,48843,53108,53329
31732,38890,47357,55714,56307
31895,34982,37907,42587,82629
