37770,39144,39968
41388,82915,83022
43395,83035,93565
46132,86893,86975
65401,77245,77354
66979,76251,76770
70867,72709,76424
71204,73962,74834
71758,73900,74342
42366,50025,53044,74565
42386,51808,62534,63272
42389,47180,65104,65327
42422,48416,64263,64899
42428,51585,62875,63112
42458,47946,51965,77631
42622,48856,54205,74317
42666,53022,61675,62637
42707,42767,67141,67385
42742,49492,63751,64015
42753,42802,67120,67325
42790,58296,59080,59834
42797,55493,60543,61167
42799,56490,60209,60502
42811,48955,53114,75120
42813,47495,64583,65109
42821,48881,63706,64592
42851,57894,58983,60272
42906,44569,66195,66330
42919,47997,53525,75559
42945,56030,59969,61056
42964,51989,62314,62733
43049,46847,64854,65250
43075,50661,61810,64454
43094,53401,61654,61851
43261,58191,58831,59717
43286,56842,59597,60275
43345,56650,59752,60253
43465,53312,61420,61803
43485,53842,61093,61580
43489,44093,65944,66474
43519,50634,62760,63087
43570,51910,62023,62497
43619,47890,63917,64574
43625,56471,59747,60157
43706,52003,61865,62426
43708,55567,59724,61001
43742,57939,58313,60006
43743,45523,65174,65560
43789,50096,51525,74590
43857,57103,59154,59886
43873,57621,59165,59341
43919,56571,59702,59808
43940,53870,60396,61794
43951,54688,60362,60999
43956,53377,59321,63346
44004,52334,61782,61880
44013,56760,59059,60168
44066,50257,62747,62930
44097,55729,59554,60620
44120,56422,59459,59999
44135,51051,62346,62468
44152,44272,62969,68607
44155,46281,64615,64949
44168,45178,65295,65359
44235,53010,61091,61664
44256,54720,59789,61235
44310,56747,59099,59844
44323,50537,62563,62577
44352,51093,62040,62515
44428,47370,63998,64204
44463,46976,63988,64573
44512,53349,60979,61160
44558,50601,62384,62457
44592,46292,64483,64633
44622,45270,64777,65331
44632,48409,63168,63791
44634,49850,62700,62816
44645,48442,63424,63489
44744,46884,64026,64346
44787,52839,61038,61336
44833,52723,60995,61449
44872,52820,61013,61295
44912,53268,60749,61071
44926,51581,61333,62160
44938,47402,63564,64096
44940,51114,61689,62257
44992,47057,62678,65273
45012,48108,63345,63535
45019,54335,59673,60973
45041,57692,58452,58815
45094,51754,61475,61677
45106,45735,60962,68197
45271,50543,61148,63038
45295,49868,62143,62694
45300,50158,54506,70036
45312,52170,60890,61628
45370,55142,59358,60130
45419,57316,58426,58839
45424,52028,60669,61879
45667,51420,61316,61597
45724,53049,60389,60838
45869,48703,62623,62805
45904,56269,58857,58970
45971,47912,62898,63219
45993,57611,57778,58618
46002,54264,59730,60004
46187,54612,59174,60027
46206,50270,55909,67615
46341,49923,61383,62353
46346,52234,60205,61215
46362,52780,60167,60691
46371,49620,56507,67502
46402,53110,59893,60595
46487,47816,62776,62921
46488,55995,58233,59284
46498,47426,51070,75006
46517,47379,62811,63293
46521,54739,58963,59777
46542,47412,60406,65640
46563,56547,57900,58990
46584,48469,62270,62677
46591,52366,60184,60859
46646,54137,59381,59836
46713,54174,59164,59949
46768,56304,58143,58785
46803,48830,62089,62278
46823,48655,54384,70138
46856,56671,57395,59078
46861,56961,57331,58847
46975,55008,58605,59412
46989,55520,58269,59222
47014,48722,61676,62588
47023,53706,59528,59743
47039,49931,60615,62415
47130,56799,57912,58159
47165,47279,53885,71671
47220,52171,60123,60486
47234,48014,62086,62666
47314,50046,61217,61423
47321,56319,58069,58291
47328,51202,60371,61099
47357,50606,60855,61182
47387,47846,57859,66908
47394,54368,58677,59561
47530,54984,58179,59307
47575,56307,57962,58156
47679,52789,59544,59988
47705,55822,58124,58349
47795,52493,59356,60356
47821,53796,58994,59389
47904,56498,57263,58335
48029,56834,57120,58017
48037,53938,58875,59150
48084,52201,59814,59901
48085,50206,51765,69944
48117,55271,57886,58726
48153,50731,59936,61180
48272,53724,58319,59685
48283,49187,60870,61660
48428,51319,59900,60353
48434,50920,55752,64894
48492,55188,57258,59062
48514,48713,60557,62216
48647,55270,57645,58438
48711,53275,58754,59260
48731,49716,60597,60956
48732,54602,57876,58790
48839,55867,56940,58354
48920,54644,58089,58347
48969,49235,60338,61458
48970,49827,60575,60628
49001,53482,58630,58887
49072,52060,56297,62571
49117,52658,58866,59359
49249,52312,59159,59280
49261,52858,58693,59188
49317,51427,59064,60192
49358,52190,55651,62801
49367,54187,57873,58573
49559,52519,55423,62499
49568,55020,57606,57806
49603,53200,58270,58927
49626,54460,57144,58770
49660,53368,58374,58598
49733,54353,57745,58169
49760,55233,56706,58301
49804,55625,57097,57474
49813,55230,56284,58673
49895,54923,56669,58513
49900,50757,59536,59807
49927,55063,56335,58675
49990,50549,58248,61213
50000,51773,59083,59144
50047,51762,58950,59241
50065,56033,56386,57516
50068,51835,58554,59543
50103,51819,58938,59140
50138,52795,55737,61330
50163,52934,58127,58776
50210,54528,57593,57669
50231,55535,56868,57366
50306,52133,58031,59530
50390,54792,56600,58218
50432,56411,56483,56674
50478,51527,55984,62011
50550,50765,59254,59431
50573,52036,54217,63174
50773,54676,57029,57522
50864,55413,56481,57242
50896,53664,55973,59467
50930,55250,56869,56951
50937,53707,57641,57715
51036,54745,56000,58219
51085,54180,57117,57618
51236,52532,57969,58263
51252,54828,56478,57442
51419,52223,53485,62873
51521,54184,56369,57926
51536,53879,56994,57591
51543,52999,57404,58054
51558,52674,57277,58491
51636,52622,54680,61062
51665,54770,54985,58580
51718,51861,56998,59423
51832,53495,55841,58832
51987,52463,56550,59000
52010,53500,56811,57679
52053,53085,56974,57888
52259,53835,56878,57028
52380,55031,56041,56548
52427,53556,56576,57441
52560,53112,56744,57584
52566,55097,55992,56345
52593,53376,55714,58317
52724,55295,55541,56440
52790,55516,55816,55878
52826,55190,55911,56073
53003,53111,55558,58328
53019,53497,55708,57776
53208,53843,55528,57421
53242,53375,55845,57538
53262,54309,55110,57319
53327,54545,54716,57412
53442,54167,54403,57988
53520,54586,54815,57079
54313,54826,55174,55687
54350,54712,55011,55927
54372,54570,54737,56321
4,1311,20543,99034,99108
9,1285,20078,99280,99348
14,2856,21708,97668,97754
18,1466,22434,98019,98063
26,3166,18706,99009,99093
28,927,21388,98749,98908
30,4335,17546,98998,99091
58,3261,17347,99639,99695
59,2161,22377,97651,97752
79,418,21042,99155,99306
98,2588,18805,99168,99341
150,882,19261,99758,99949
151,3488,19086,98608,98667
174,294,22063,98704,98765
207,592,19431,99860,99910
250,1001,21978,98287,98484
258,6164,20699,96370,96509
274,2417,17615,99723,99971
288,558,20594,99227,99333
299,1215,23210,97597,97679
320,2557,18628,99171,99324
321,611,19293,99885,99890
331,2420,21270,97949,98030
365,1855,21788,97967,98025
368,1919,19663,98991,99059
377,434,19426,99870,99893
381,2652,21358,97766,97843
398,2982,20603,97984,98033
410,659,19903,99466,99562
436,1473,18879,99538,99674
437,2282,23201,96972,97108
472,2337,18321,99398,99472
482,1235,25092,96553,96638
500,1876,18260,99642,99722
508,860,23631,97442,97559
513,1053,22093,98123,98218
532,672,19450,99633,99713
547,5918,21243,93468,98824
567,3886,18092,98694,98761
585,1353,20569,98690,98803
587,775,20240,99115,99283
605,4963,21651,96332,96449
609,1444,21666,98084,98197
621,1095,18532,99841,99911
627,8691,28618,89999,92065
646,978,19922,99158,99296
647,838,18779,99764,99972
651,2569,18742,98978,99060
655,1445,18942,99438,99520
656,4969,24078,95102,95195
665,1056,19897,99136,99246
700,11154,21888,91164,95094
731,3044,21581,97282,97362
740,3684,19361,98080,98135
764,1427,19901,98873,99035
804,3776,20059,97647,97714
819,1127,18650,99652,99752
821,3799,18169,98548,98663
823,2339,21466,97279,98093
824,3150,21111,97415,97500
843,3003,20518,97771,97865
883,5999,21476,95749,95893
909,1252,21529,98103,98207
920,1325,17999,99798,99958
928,3459,17552,98981,99080
954,6863,12835,99350,99998
972,1747,21993,97604,97684
976,1541,18648,99355,99480
990,2927,19385,98281,98417
994,3764,19551,97815,97876
1023,4074,28003,92480,94420
1087,1741,17900,99582,99690
1096,1247,18351,99601,99705
1098,3591,18974,98120,98217
1103,3252,16453,99537,99655
1114,1535,23160,97045,97146
1117,3204,20383,97595,97701
1120,8128,20374,94967,95411
1156,2553,18741,98733,98817
1159,4011,19939,97416,97475
1163,1712,19998,98530,98597
1169,6219,20630,95944,96038
1170,2851,18474,98691,98814
1172,4269,23507,95462,95590
1198,5347,23878,94743,94834
1209,3177,18412,98558,98644
1217,3433,18471,98364,98515
1227,16162,18837,90064,93710
1228,8089,25627,92467,92589
1239,3652,21065,96969,97075
1248,2869,19829,98012,98042
1249,2617,23334,96320,96480
1258,1901,20631,98076,98134
1291,3427,18898,97710,98674
1294,5552,22858,95110,95186
1301,5711,18547,97154,97287
1306,2101,17581,99452,99560
1307,1775,19322,98737,98859
1323,6348,20310,95969,96050
1324,10879,15271,94725,97801
1355,3292,18631,98266,98456
1384,8287,21824,94202,94303
1412,10751,17023,95369,95445
1435,3425,16292,99359,99489
1510,15433,17827,89867,95363
1513,4998,23589,94898,95002
1520,4525,17287,98245,98423
1521,2358,19258,98361,98502
1525,3134,18193,98537,98611
1550,1696,23531,96578,96645
1558,5245,18124,97510,97563
1571,2379,20105,97930,98015
1577,2157,22994,96570,96702
1593,15542,27128,87658,88079
1618,2446,18804,98522,98610
1626,2713,18025,98739,98897
1661,3660,19683,97457,97539
1687,4540,24357,94658,94758
1689,5571,15602,98071,99067
1690,2668,23529,96025,96088
1706,3401,21187,96795,96911
1717,2033,22615,96794,96841
1763,4211,23544,95141,95341
1768,4809,23568,94884,94971
1781,4548,19824,96898,96949
1785,7790,18065,95665,96695
1800,4243,21938,95947,96072
1808,3991,18646,97720,97835
1819,3108,25564,94720,94789
1835,2803,20822,97231,97309
1877,4022,18369,97817,97915
1890,3385,17610,98534,98581
1928,8479,23058,90826,95709
1941,2900,20206,97421,97532
1955,4090,20713,96554,96688
1987,4049,18919,97493,97552
1991,3559,18673,97463,98314
2015,5808,27106,92478,92593
2016,3708,18678,97759,97839
2035,7012,20440,95171,95342
2037,5494,20915,95715,95839
2051,3570,21568,96347,96464
2098,3566,21307,94024,99005
2103,2252,17634,98956,99055
2121,5356,20469,95980,96074
2143,8299,18324,95576,95658
2178,3041,15934,99380,99467
2228,4440,17696,97795,97841
2234,3714,21366,95548,97138
2266,6030,20118,95735,95851
2295,2625,16165,99421,99494
2382,2769,24053,95362,95434
2385,3333,20009,97067,97206
2406,3063,22204,96122,96205
2450,5408,18327,96887,96928
2494,5111,20865,95685,95845
2526,12330,13528,94304,97312
2536,6244,19331,95862,96027
2566,3666,26026,93836,93906
2595,5071,18292,96973,97069
2596,3124,21288,96440,96552
2598,4087,18801,97216,97298
2599,8049,24685,92259,92408
2605,8064,13569,96357,99405
2610,3453,17993,97941,98003
2658,4150,25090,93590,94512
2696,6915,19344,95471,95574
2746,3620,18307,97616,97711
2854,14699,22348,87371,92728
2861,9397,20680,93463,93599
2872,4370,23594,94535,94629
2882,5889,22780,94175,94274
2884,4646,23577,94419,94474
2911,7533,17555,95945,96056
2916,3895,23873,94628,94688
2922,3572,19032,97181,97293
2953,3901,27823,90679,94644
2957,7857,19960,94581,94645
2960,6675,20338,94987,95040
2992,6053,19464,95672,95819
3014,9463,14421,96283,96819
3033,5559,19316,96012,96080
3053,4596,22801,94721,94829
3077,7517,26095,91597,91714
3121,10457,25123,90605,90694
3122,3194,19624,96986,97074
3137,10017,14039,95842,96965
3139,8322,23657,92384,92498
3184,4602,18069,97008,97137
3213,8469,23217,92494,92607
3233,6857,20420,94703,94787
3236,4116,19670,96431,96547
3243,6596,13654,97001,99506
3253,3456,19569,96808,96914
3313,5865,23356,93690,93776
3321,13251,36255,78525,88648
3337,3740,21455,95679,95789
3370,4301,21932,95113,95284
3394,7482,20909,94041,94174
3409,3487,23593,94709,94802
3437,5297,20528,95347,95391
3444,6837,24128,92742,92849
3448,5788,18482,96092,96190
3503,4609,23423,94177,94288
3511,5937,22028,94224,94300
3514,33426,48785,51126,83149
3518,3893,18881,96800,96908
3534,4562,22990,94431,94483
3539,4065,22438,94917,95041
3542,4820,18709,96417,96512
3550,3722,17449,97594,97685
3555,4344,22584,94711,94806
3587,3763,20956,95753,95941
3656,9184,22665,92197,92298
3788,5083,18789,96118,96222
3890,7256,23457,92621,92776
3909,5344,21957,94364,94426
3910,4956,22885,94065,94184
3912,10421,18968,93307,93392
3968,5927,17750,96129,96226
3969,7861,22735,92643,92792
3970,7429,26939,89354,92308
3979,4951,22943,94004,94123
4000,7816,20502,93814,93868
4006,4359,23151,94195,94289
4056,4421,23769,93846,93908
4076,9491,23451,91449,91533
4095,11056,17839,93453,93557
4109,4953,21999,94441,94498
4132,10289,25504,89997,90078
4136,6336,19157,95133,95238
4138,4991,18970,95865,96036
4184,7101,25308,91653,91754
4187,6098,18214,95684,95817
4201,7773,21958,92973,93095
4214,11908,22991,90382,90505
4229,8250,9305,98572,99644
4262,6237,18793,95326,95382
4298,6670,24713,92144,92175
4304,5197,20210,95099,95190
4361,13886,24757,84120,92876
4366,6668,18284,95304,95378
4473,10179,21207,92030,92111
4493,4854,23169,93692,93792
4561,4736,24382,93107,93214
4598,7472,19107,90965,97858
4614,4766,21442,94546,94632
4620,6119,19358,94905,94998
4621,5405,20824,94514,94636
4634,5034,20257,94992,95083
4636,5132,17824,96179,96229
4654,5134,19044,95534,95634
4658,9207,10577,97570,97988
4659,6037,20060,94604,94640
4664,7772,24952,91251,91361
4668,7235,20727,93639,93731
4694,5007,24405,92896,92998
4712,8806,27793,89291,89398
4718,7548,19950,93871,93913
4719,6159,26873,91062,91187
4731,7251,21669,93102,93247
4735,8858,17612,94359,94436
4756,7231,13769,96601,97643
4781,5441,23851,92906,93021
4799,9250,26194,89804,89953
4813,8832,18834,93715,93806
4830,6807,25339,88767,94257
4859,9976,27426,88807,88932
4868,6378,21738,93457,93559
4874,6749,19523,94400,94454
4875,15315,16153,91764,91893
4907,5577,27423,90976,91117
4918,5615,20605,94394,94468
4942,5890,24579,92230,92359
4944,27425,38381,63270,85980
4949,8136,17055,94871,94989
4994,6240,18331,95140,95295
5001,7049,25574,88444,93932
5030,10378,25036,89724,89832
5044,9176,21879,91882,92019
5052,5517,17864,93131,98436
5119,6245,20938,93812,93886
5121,6523,20825,93724,93807
5143,6715,17931,94142,96069
5168,5321,21346,94026,94139
5196,9752,19669,92626,92757
5231,8101,20332,93101,93235
5249,8739,23299,91294,91419
5254,10720,30342,86795,86889
5279,5368,22334,93451,93568
5324,5385,17002,96089,96200
5326,12916,26097,87792,87869
5345,13674,24721,88077,88183
5351,10452,18979,91371,93847
5358,8606,22702,91630,91704
5407,6313,23603,92260,92417
5411,7234,29166,89045,89144
5417,9593,17570,93688,93732
5418,14831,19687,89994,90070
5422,10482,17290,92003,94803
5426,8138,29592,88393,88451
5440,15128,23928,87702,87802
5447,10004,21212,91632,91705
5449,8050,21511,92433,92557
5458,7371,18864,94113,94194
5461,14489,24416,87771,87863
5463,8491,23514,91200,91332
5481,9308,18838,93123,93250
5536,12526,26439,87698,87801
5554,5870,18964,94753,94859
5567,6703,21722,92940,93068
5601,6612,17510,95104,95173
5606,6796,17626,94942,95030
5658,7851,18991,93706,93794
5661,16200,20027,85876,92236
5678,6624,28081,89754,89863
5688,6166,23917,92063,92166
5739,8443,19202,93260,93356
5765,6782,21391,92972,93090
5824,17272,27900,79261,89743
5843,7759,19334,93487,93577
5848,7730,18651,93845,93926
5894,6591,27066,90187,90262
5933,7831,31721,87177,87338
5957,9142,19884,92441,92576
5970,8570,23378,90973,91109
5979,9538,31035,86657,86791
6035,7996,25963,89966,90040
6040,9618,18763,89069,96510
6078,11222,25837,88388,88475
6082,12375,31336,85019,85188
6131,6824,19235,93883,93927
6134,9892,24957,89472,89545
6139,11387,22516,89937,90021
6175,12629,29901,80668,90627
6180,10871,25595,88618,88736
6182,14299,17910,90736,90873
6191,7300,22601,91883,92025
6198,10582,22272,90386,90562
6229,6745,18904,93986,94136
6241,9796,27044,88404,88515
6319,7013,23633,91492,91543
6320,9745,22190,90822,90923
6335,8613,22883,90990,91179
6369,7271,19005,93629,93726
6376,7513,27987,89022,89102
6387,10156,16739,93336,93382
6422,7333,18556,93813,93876
6432,7942,25198,90170,90258
6457,22654,26068,73349,91472
6465,9335,21548,91264,91388
6482,8018,22884,91275,91341
6486,11951,27428,87016,87119
6541,6725,27877,89363,89494
6550,7736,19055,93302,93357
6617,8627,25801,89446,89509
6631,12416,26051,87406,87496
6689,9486,19953,91862,92010
6730,13717,28010,85740,85803
6765,11540,20333,90643,90719
6800,6950,19593,93299,93358
6802,7619,20023,92702,92854
6961,7897,17053,93954,94135
7052,7403,23839,90792,90914
7061,8434,23656,90381,90468
7075,9484,18404,92468,92569
7080,10123,27909,87408,87480
7103,8208,26153,89220,89316
7126,13266,26162,86656,86790
7139,7728,22197,91443,91493
7154,14139,20823,86294,91590
7184,12864,19914,89996,90042
7194,10106,24596,89004,89100
7210,11770,24839,88026,88155
7216,9350,27085,88117,88232
7262,10223,29532,86427,86556
7288,11216,21047,90168,90281
7308,7675,16429,94258,94330
7326,9354,10783,93320,99217
7331,12106,25402,87544,87617
7338,7409,19264,92966,93023
7375,11310,30668,85273,85374
7382,11551,23680,88630,88757
7391,8658,27781,88046,88124
7400,14821,18066,89788,89925
7439,7658,20773,92041,92089
7441,10892,29648,85944,86075
7460,10775,22029,89796,89940
7490,12073,18371,90978,91088
7495,9131,19976,91671,91727
7535,8620,28816,87495,87534
7551,12042,20845,89703,89859
7560,11042,21775,88601,91022
7575,10069,21030,90625,90701
7609,8140,20052,92047,92152
7668,13548,18465,90108,90211
7669,7885,18817,92774,92855
7746,9153,27268,87890,87943
7758,21649,25891,82316,82386
7878,14582,30883,83276,83381
7903,9580,18251,92106,92160
7910,11373,25441,82318,92958
7981,10229,26552,87598,87640
7988,11753,24667,87758,87834
8016,10249,27434,87091,87210
8036,10527,30647,85341,85449
8071,16861,24464,85271,85333
8104,12320,24232,87604,87740
8126,11457,29080,85634,85703
8135,11907,27937,85949,86072
8162,9978,27723,87010,87127
8270,11810,20645,89620,89655
8271,9641,21302,90338,90448
8275,10456,22279,89454,89536
8281,14615,29077,83969,84058
8343,9919,33371,78688,89679
8370,11577,27366,86309,86378
8422,10602,26763,87046,87167
8490,13355,26967,85565,85623
8498,8834,27077,87764,87827
8509,14679,29454,83605,83753
8511,16474,24859,85014,85142
8530,11668,27215,86218,86369
8540,10859,30054,85240,85307
8573,16282,29501,82800,82844
8576,15177,29925,83115,83207
8581,12453,23999,84590,90377
8596,9991,25087,88113,88213
8609,9238,23195,89443,89515
8675,11017,28159,85990,86159
8682,13728,25608,85941,86041
8706,8865,22062,90138,90229
8745,10739,14265,91660,94591
8746,9973,26678,87257,87346
8751,22427,24718,82033,82071
8758,10790,27552,86396,86504
8763,16330,34324,80238,80345
8765,10139,24140,88439,88517
8766,10838,24788,87761,87847
8776,9943,24399,88386,88496
8812,20555,22445,80726,87462
8849,10758,22564,88857,88972
8867,9816,24379,88432,88506
8885,16716,24119,85086,85194
8927,10551,22008,89189,89325
8947,15486,26851,84326,84390
8989,13941,29318,83836,83916
9021,10090,22286,89254,89349
9025,14832,28158,83938,84047
9068,19682,20756,83846,86648
9069,13032,23002,87419,87478
9099,11738,26651,86200,86312
9115,19541,25715,82774,82855
9121,10535,28678,85779,85887
9130,12143,28143,85253,85331
9151,9682,29813,85642,85712
9210,10818,27888,85957,86127
9231,17286,21441,85945,86097
9249,13217,22301,87571,87662
9252,9564,26027,87551,87606
9264,9547,24654,88223,88312
9293,12295,23478,87425,87509
9347,15572,30662,82164,82255
9358,16367,26572,83818,83885
9379,11896,24611,87013,87101
9424,10145,24178,88088,88165
9460,11439,23935,87553,87613
9462,17490,24530,84218,84300
9477,12602,20449,88663,88809
9521,18014,32647,79844,79974
9565,13382,21883,87548,87622
9570,15915,18257,83213,93045
9606,11608,25786,86451,86549
9616,10032,26094,87073,87185
9635,10927,30758,84293,84387
9651,14375,25785,85032,85157
9661,13544,26216,85262,85317
9688,10266,29509,85224,85313
9721,13077,32143,82495,82564
9732,10276,30768,84567,84657
9738,10165,25728,82178,92191
9827,12246,22971,87428,87528
9864,12276,28900,84446,84514
9904,13884,30228,82937,83047
9921,15489,33516,80492,80582
9932,10627,24509,87421,87511
9945,10576,30404,84521,84554
9949,12738,31245,82976,83092
9953,13932,20194,87034,88887
9992,14957,23792,85567,85692
9999,14384,23717,85899,86001
10049,10183,21573,89026,89169
10088,12647,30092,83538,83635
10104,13310,31585,82465,82536
10115,12601,31358,82910,83016
10133,16448,22242,83908,87269
10149,11534,25404,86417,86496
10153,10915,27198,85799,85935
10172,13883,31669,82081,82195
10217,11514,23307,87448,87514
10236,10563,23004,88071,88126
10279,13337,14331,88268,93785
10363,12721,26380,85235,85301
10367,11433,24009,87042,87149
10436,15919,30330,81581,81734
10470,16705,22738,84978,85109
10483,12666,31557,82618,82676
10500,20424,28121,80423,80532
10532,12472,28540,84181,84275
10548,11324,24359,86830,86939
10612,16597,28432,82134,82225
10651,15465,29131,82351,82402
10669,12641,26646,85006,85038
10736,13596,28434,83537,83697
10760,12494,29023,83813,83910
10810,11784,26513,85408,85485
10870,14587,27699,83380,83464
10874,14055,18406,88281,88384
10891,17076,27892,82055,82086
10916,11254,24494,86630,86706
10968,13475,25336,85049,85172
10981,30619,36522,60331,81547
10994,12193,18188,89264,89361
10995,14874,25675,84196,84260
11003,11149,28638,84575,84635
11072,14851,31619,81214,81244
11121,11666,28224,84460,84529
11124,13963,31489,81644,81780
11125,14320,21313,86582,86660
11151,14463,23389,85446,85551
11198,11877,33391,81727,81807
11221,11605,24518,86279,86377
11228,13155,26330,84606,84681
11245,14211,28621,82923,83000
11289,16700,28860,76166,86985
11331,13896,29805,82457,82511
11395,14244,26274,83985,84102
11453,15380,23756,84631,84780
11456,14811,24108,84726,84899
11507,27042,33499,70592,77360
11531,14290,26138,83962,84079
11538,14858,29806,81854,81944
11562,18224,26478,81819,81917
11596,17481,27924,81439,81560
11617,12581,29496,83098,83208
11619,11625,26913,84874,84969
11627,33230,43453,52565,79125
11629,14023,29634,82314,82400
11637,16151,23824,84168,84220
11667,16404,32018,79925,79986
11681,12233,27269,84383,84434
11685,12244,22979,81359,91733
11688,14611,28360,82629,82712
11745,13286,23332,85773,85864
11750,14301,26264,83802,83883
11765,14890,23480,84889,84976
11855,18470,32283,78663,78729
11857,12988,28375,83357,83423
11869,16908,31660,79728,79835
11880,24980,30149,67382,85609
11885,17838,27392,81366,81519
11910,12413,26390,84580,84707
11955,14995,28573,82192,82285
11971,14673,27107,83081,83168
11987,14137,28911,82448,82517
11991,25665,35238,69124,77982
11992,15906,34336,78740,79026
11994,13905,29470,82297,82334
11996,13434,27276,83585,83709
12008,18950,34163,77356,77523
12025,13670,26516,83867,83922
12238,20290,25850,80739,80883
12309,21166,21898,82298,82329
12391,14511,30077,81459,81562
12400,14359,26980,83088,83173
12403,18349,28600,80264,80384
12422,17288,33225,78471,78594
12425,12905,33563,80427,80680
12437,12869,35381,79579,79734
12442,21176,22266,82031,82085
12502,17424,33375,78315,78384
12506,16542,30262,80291,80399
12545,15387,30661,80600,80807
12552,13432,28767,82574,82675
12566,16864,25270,82595,82705
12606,13270,24295,84861,84968
12683,24296,27849,77465,77707
12698,13118,32201,80909,81074
12706,20643,31894,77240,77517
12747,16748,30215,80092,80198
12751,19236,30207,78840,78966
12796,14337,32890,79901,80076
12814,15207,24789,83541,83649
12897,15423,29572,80996,81112
12901,17044,34995,77478,77582
12985,15375,33685,78873,79082
13022,13131,30014,81861,81972
13037,17787,25794,81632,81750
13056,15839,28684,81103,81318
13061,16601,27865,81161,81312
13096,16060,16993,83359,90492
13196,13534,24057,84563,84650
13248,22324,25131,79516,79781
13253,17559,24962,82064,82162
13254,13375,30047,81583,81741
13265,14318,29379,81345,81693
13274,16556,31529,79241,79400
13307,15595,32806,79079,79213
13318,15798,31343,79713,79828
13473,13819,27020,82821,82867
13617,13871,33623,79416,79473
13632,14101,27550,82330,82387
13665,20540,21144,82287,82364
13677,20107,32368,76881,76967
13719,15414,25916,82436,82515
13773,14333,23419,84199,84276
13817,14078,28355,81818,81932
13876,16154,31591,79121,79258
13892,20801,26966,79098,79243
13910,17120,26310,81307,81353
13933,16105,26852,81482,81628
13934,17239,27695,80451,80681
13966,20357,32432,76512,76733
13991,14834,31177,79972,80026
14063,18112,34075,76815,76935
14065,21268,34185,75186,75296
14066,16702,28221,80443,80568
14094,20250,25398,80039,80219
14161,15640,31224,79420,79555
14185,17665,31277,78340,78533
14215,15796,29654,80102,80233
14275,15637,32739,78659,78690
14323,16658,34001,77470,77548
14426,17421,38442,74757,74954
14456,16865,33984,77198,77497
14503,15009,21470,84467,84551
14542,16312,27481,80727,80938
14558,16051,25677,81831,81883
14591,17359,22862,82547,82641
14601,15086,18753,85727,85833
14617,19260,31859,77084,77180
14660,17870,34105,76575,76790
14691,23988,34017,73630,73674
14703,17232,29475,79250,79340
14714,15103,15394,84457,90332
14723,15108,36130,76779,77260
14737,14914,27584,81062,81703
14801,17132,25050,81236,81781
14848,27736,44694,65021,67701
14852,16825,17542,84229,86552
14860,31345,39829,61109,72857
14866,33897,46813,60439,63985
14880,19269,30607,77484,77760
14892,17039,33996,76982,77091
14913,15949,32832,78102,78204
14939,21639,28918,77164,77340
15003,15100,16439,85439,88019
15010,16790,31199,78361,78640
15020,16973,32500,77712,77795
15022,17483,33063,77099,77333
15071,21169,29940,74282,79538
15113,16065,17766,84325,86731
15150,17121,21069,82308,84352
15180,16526,23186,82383,82725
15190,17456,40674,73237,73443
15225,16676,20695,82871,84533
15252,15633,32197,78394,78524
15261,15760,32588,78166,78225
15368,17015,36655,75027,75935
15454,17295,22451,82241,82559
15469,21808,35537,73103,74083
15586,16239,17940,82692,87543
15606,20414,29957,76977,77046
15619,24532,27207,76212,76430
15621,20434,32192,75423,76330
15719,24268,27669,76063,76281
15735,16891,37142,74850,75382
15740,16443,26632,80383,80802
15741,27551,38054,67758,70896
15744,17318,30597,78117,78224
15786,21367,23668,79256,79923
15800,16167,36531,75558,75944
15815,21152,30298,76227,76508
15819,19471,24858,79353,80499
15854,17430,31151,77738,77827
15871,39237,50708,56894,57290
15898,20421,27048,78191,78442
15977,22872,48922,65179,67050
15980,16519,26112,80159,81230
15985,25463,33722,70766,74064
16011,17137,33775,76324,76753
16064,22810,38730,69609,72787
16078,25936,37555,70097,70334
16090,22778,28048,76422,76662
16231,17589,18185,82962,85033
16248,34890,35967,65538,67357
16297,16944,21413,82532,82814
16300,16393,33221,76990,77096
16324,17188,31435,77447,77606
16359,17248,49719,67689,68985
16364,22799,36031,71845,72961
16417,17925,27420,79053,79185
16424,17796,26621,79430,79729
16467,41524,53634,54010,54365
16472,24835,31741,73312,73640
16553,18330,30533,77229,77355
16691,23020,37169,71379,71741
16783,19553,31166,76205,76293
17046,24033,28965,74707,75249
17086,24651,40622,44222,93419
17162,19862,22546,80037,80393
17234,17503,41929,71591,71743
17256,18507,24681,79551,80005
17357,35237,55012,56062,56332
17379,17516,26446,79126,79533
17422,18163,25545,79298,79572
17427,41532,50409,55228,55404
17478,27209,37161,67569,70583
17532,17713,54924,64064,65767
17680,20316,30763,75499,75742
17682,18438,27274,78171,78435
17748,23702,26934,75627,75989
17854,20014,35549,73197,73386
17881,23413,27488,75414,75804
17891,20070,25178,78362,78499
17970,18322,29177,77183,77348
18100,23998,34721,70551,72630
18200,19245,28605,76922,77028
18361,19430,24310,78724,79175
18391,30415,53254,58817,59123
18407,20624,27972,76406,76591
18523,37071,53815,55203,55388
18605,23496,27160,74841,75898
18622,30786,51127,59374,60091
18747,26182,53226,60694,61151
18854,28255,41102,65165,66624
18948,25285,35610,69830,70327
19309,20034,25485,77495,77677
19451,28264,30708,70647,70930
19773,41513,49618,54355,54741
19879,21986,33455,71891,72789
19978,34968,53963,55411,55680
